PMCID,PMID,Title,Year,Journal,DOI,Authors,Associated Keywords,Citations,Keywords Count,Score,TF,Word Count,Abstract
3308950,22448218,"Temperature- and Touch-Sensitive Neurons Couple CNG and TRPV Channel Activities to Control Heat Avoidance in Caenorhabditis elegans'], b'CNG and TRPV Channels Sense Noxious Heat",2012,PLoS ONE,10.1371/journal.pone.0032360,"['Liu, Shu', 'Schulze, Ekkehard', 'Baumeister, Ralf', 'Hart, Anne C.']",[],48,"{'lsy-6': 0, 'che-1': 0}",0.0,"{'lsy-6': 0.0, 'che-1': 0.0}",8814,"Any organism depends on its ability to sense temperature and avoid noxious heat. The nematode Caenorhabditis elegans responds to noxious temperatures exceeding ∼35°C and also senses changes in its environmental temperature in the range between 15 and 25°C. The neural circuits and molecular mechanisms involved in thermotaxis have been successfully studied, whereas details of the thermal avoidance behavior remain elusive. In this work, we investigate neurological and molecular aspects of thermonociception using genetic, cell biological and physiological approaches."
3349695,21994266,Knockout of glial channel ACD-1 exacerbates sensory deficits in a C. elegans mutant by regulating calcium levels of sensory neurons,2012,Journal of Neurophysiology,10.1152/jn.00299.2011,"['Wang, Ying', ""D\\'Urso, Giulia"", 'Bianchi, Laura']","['degenerin/epithelial sodium channel', 'chemotaxis', 'imaging']",24,"{'lsy-6': 0, 'che-1': 0}",0.0,"{'lsy-6': 0.0, 'che-1': 0.0}",0,"Degenerin/epithelial Na+ channels (DEG/ENaCs) are voltage-independent Na+ or Na+/Ca2+ channels expressed in many tissues and are needed for a wide range of physiological functions, including sensory perception and transepithelial Na+ transport. In the nervous system, DEG/ENaCs are expressed in both neurons and glia. However, the role of glial vs. neuronal DEG/ENaCs remains unclear. We recently reported the characterization of a novel DEG/ENaC in Caenorhabditis elegans that we named ACD-1. ACD-1 is expressed in glial amphid sheath cells. The glial ACD-1, together with the neuronal DEG/ENaC DEG-1, is necessary for acid avoidance and attraction to lysine. We report presently that knockout of acd-1 in glia exacerbates sensory deficits caused by another mutant: the hypomorphic allele of the cGMP-gated channel subunit tax-2. Furthermore, sensory deficits caused by mutations in Gi protein odr-3 and guanylate cyclase daf-11, which regulate the activity of TAX-2/TAX-4 channels, are worsened by knockout of acd-1. We also show that sensory neurons of acd-1 tax-2(p694) double mutants fail to undergo changes in intracellular Ca2+ when animals are exposed to low concentrations of attractant. Finally, we show that exogenous expression of TRPV1 in sensory neurons and exposure to capsaicin rescue sensory deficits of acd-1 tax-2(p694) mutants, suggesting that sensory deficits of these mutants are bypassed by increasing neuronal excitability. Our data suggest a role of glial DEG/ENaC channel ACD-1 in supporting neuronal activity."
2800226,19875417,Single-cell transcriptional analysis of taste sensory neuron pair in Caenorhabditis elegans,2010,Nucleic Acids Research,10.1093/nar/gkp868,"['Takayama, Jun', 'Faumont, Serge', 'Kunitomo, Hirofumi', 'Lockery, Shawn R.', 'Iino, Yuichi']",[],18,"{'lsy-6': 9, 'che-1': 17}",11.433790406134928,"{'lsy-6': 0.0015397775876817793, 'che-1': 0.0029084687767322497}",5845,"The nervous system is composed of a wide variety of neurons. A description of the transcriptional profiles of each neuron would yield enormous information about the molecular mechanisms that define morphological or functional characteristics. Here we show that RNA isolation from single neurons is feasible by using an optimized mRNA tagging method. This method extracts transcripts in the target cells by co-immunoprecipitation of the complexes of RNA and epitope-tagged poly(A) binding protein expressed specifically in the cells. With this method and genome-wide microarray, we compared the transcriptional profiles of two functionally different neurons in the main C. elegans gustatory neuron class ASE. Eight of the 13 known subtype-specific genes were successfully detected. Additionally, we identified nine novel genes including a receptor guanylyl cyclase, secreted proteins, a TRPC channel and uncharacterized genes conserved among nematodes, suggesting the two neurons are substantially different than previously thought. The expression of these novel genes was controlled by the previously known regulatory network for subtype differentiation. We also describe unique motif organization within individual gene groups classified by the expression patterns in ASE. Our study paves the way to the complete catalog of the expression profiles of individual C. elegans neurons."
316968,11018015,The forkhead domain gene unc-130 generates chemosensory neuron diversity in C. elegans,2000,Genes & Development,10.1101/gad.832300,"['Sarafi-Reinach, Trina R.', 'Sengupta, Piali']","['caenorhabditis elegans', 'chemosensory neuron', 'asymmetric division', 'forkhead']",23,"{'lsy-6': 0, 'che-1': 0}",0.0,"{'lsy-6': 0.0, 'che-1': 0.0}",0,"Caenorhabditis elegans responds to its complex chemical environment using a small number of chemosensory neurons. Each of these neurons exhibits a unique sensory response repertoire. The developmental mechanisms that generate this diversity of function are largely unknown. Many C. elegans chemosensory neurons, including the AWA and ASG neurons, arise as lineal sisters of an asymmetric division. Here we describe the gene unc-130, which plays a role in the generation of the AWA and ASG neurons. In unc-130 mutants, the ASG neurons adopt the fate of the AWA neurons. unc-130 encodes a member of the forkhead domain family of transcription factors, and is expressed in the precursors to AWA and ASG neurons. Misexpression of unc-130 in the AWA neurons is partly sufficient to repress the AWA fate, but not to promote ASG fate. unc-130 also plays a role in the development of additional chemosensory neurons. Our experiments show that the ASG neurons share a developmental default state in common with three types of olfactory neurons. We propose that distinct cell fates and hence diversity of function in the chemosensory neurons of C. elegans are generated in a hierarchical manner, utilizing both lineage-dependent and independent mechanisms."
3593597,22699037,Neuronal microcircuits for decision making in C. elegans,2012,Current opinion in neurobiology,10.1016/j.conb.2012.05.005,"['Faumont, S', 'Lindsay, TH', 'Lockery, SR']",[],37,"{'lsy-6': 0, 'che-1': 0}",0.0,"{'lsy-6': 0.0, 'che-1': 0.0}",0,"The simplicity and genetic tractability of the nervous system of the nematode Caenorhabditis elegans make it an attractive system in which to seek biological mechanisms of decision making. Although work in this area remains at an early stage, four basic types paradigms of behavioral choice, a simple form of decision making, have now been demonstrated in C. elegans. A recent series of pioneering studies, combining genetics and molecular biology with new techniques such as microfluidics and calcium imaging in freely moving animals, has begun to elucidate the neuronal mechanisms underlying behavioral choice. The new research has focussed on choice behaviors in the context of habitat and resource localization, for which the neuronal circuit has been identified. Three main circuit motifs for behavioral choice have been identified. One motif is based mainly on changes in the strength of synaptic connections whereas the other two motifs are based on changes in the basal activity of an interneuron and the sensory neuron to which it is electrically coupled. Peptide signaling seems to play a prominent role in all three motifs, and it may be a general rule that concentrations of various peptides encode the internal states that influence behavioral decisions in C. elegans."
9065084,35504914,Functional identification of microRNA-centered complexes in C. elegans,2022,Scientific Reports,10.1038/s41598-022-10771-2,"['Hebbar, Shilpa', 'Panzade, Ganesh', 'Vashisht, Ajay A.', 'Wohlschlegel, James A.', 'Veksler-Lublinsky, Isana', 'Zinovyeva, Anna Y.']","['genetics', 'gene regulation']",2,"{'lsy-6': 41, 'che-1': 0}",12.162439826073616,"{'lsy-6': 0.005238947099412215, 'che-1': 0.0}",7826,"microRNAs (miRNAs) are crucial for normal development and physiology. To identify factors that might coordinate with miRNAs to regulate gene expression, we used 2′O-methylated oligonucleotides to precipitate Caenorhabditis elegans let-7, miR-58, and miR-2 miRNAs and the associated proteins. A total of 211 proteins were identified through mass-spectrometry analysis of miRNA co-precipitates, which included previously identified interactors of key miRNA pathway components. Gene ontology analysis of the identified interactors revealed an enrichment for RNA binding proteins, suggesting that we captured proteins that may be involved in mRNA lifecycle. To determine which miRNA interactors are important for miRNA activity, we used RNAi to deplete putative miRNA co-factors in animals with compromised miRNA activity and looked for alterations of the miRNA mutant phenotypes. Depletion of 25 of 39 tested genes modified the miRNA mutant phenotypes in three sensitized backgrounds. Modulators of miRNA phenotypes ranged from RNA binding proteins RBD-1 and CEY-1 to metabolic factors such as DLST-1 and ECH-5, among others. The observed functional interactions suggest widespread coordination of these proteins with miRNAs to ultimately regulate gene expression. This study provides a foundation for future investigations aimed at deciphering the molecular mechanisms of miRNA-mediated gene regulation."
6705685,28126744,A Gustatory Neural Circuit of Caenorhabditis elegans Generates Memory-Dependent Behaviors in Na+ Chemotaxis,2017,The Journal of Neuroscience,10.1523/JNEUROSCI.1774-16.2017,"['Wang, Lifang', 'Sato, Hirofumi', 'Satoh, Yohsuke', 'Tomioka, Masahiro', 'Kunitomo, Hirofumi', 'Iino, Yuichi']","['asel', 'calcium imaging', 'klinokinesis', 'neural circuit', 'optogenetics', 'sodium chemotaxis']",18,"{'lsy-6': 0, 'che-1': 0}",0.0,"{'lsy-6': 0.0, 'che-1': 0.0}",0,"Animals show various behaviors in response to environmental chemicals. These behaviors are often plastic depending on previous experiences. Caenorhabditis elegans, which has highly developed chemosensory system with a limited number of sensory neurons, is an ideal model for analyzing the role of each neuron in innate and learned behaviors. Here, we report a new type of memory-dependent behavioral plasticity in Na+ chemotaxis generated by the left member of bilateral gustatory neuron pair ASE (ASEL neuron). When worms were cultivated in the presence of Na+, they showed positive chemotaxis toward Na+, but when cultivated under Na+-free conditions, they showed no preference regarding Na+ concentration. Both channelrhodopsin-2 (ChR2) activation with blue light and up-steps of Na+ concentration activated ASEL only after cultivation with Na+, as judged by increase in intracellular Ca2+. Under cultivation conditions with Na+, photoactivation of ASEL caused activation of its downstream interneurons AIY and AIA, which stimulate forward locomotion, and inhibition of its downstream interneuron AIB, which inhibits the turning/reversal behavior, and overall drove worms toward higher Na+ concentrations. We also found that the Gq signaling pathway and the neurotransmitter glutamate are both involved in the behavioral response generated by ASEL."
6333676,30687001,An Excitatory/Inhibitory Switch From Asymmetric Sensory Neurons Defines Postsynaptic Tuning for a Rapid Response to NaCl in Caenorhabditis elegans,2019,Frontiers in Molecular Neuroscience,10.3389/fnmol.2018.00484,"['Kuramochi, Masahiro', 'Doi, Motomichi']","['synapse integration', 'c. elegans', 'salt-chemotaxis behavior', 'ca2+ imaging', 'glutamate']",5,"{'lsy-6': 0, 'che-1': 9}",2.492388813421602,"{'lsy-6': 0.0, 'che-1': 0.0012203389830508474}",7375,"The neural networks that regulate animal behaviors are encoded in terms of neuronal excitation and inhibition at the synapse. However, how the temporal activity of neural circuits is dynamically and precisely characterized by each signaling interaction via excitatory or inhibitory synapses, and how both synaptic patterns are organized to achieve fine regulation of circuit activities is unclear. Here, we show that in Caenorhabditis elegans, the excitatory/inhibitory switch from asymmetric sensory neurons (ASEL/R) following changes in NaCl concentration is required for a rapid and fine response in postsynaptic interneurons (AIBs). We found that glutamate released by the ASEL neuron inhibits AIBs via a glutamate-gated chloride channel localized at the distal region of AIB neurites. Conversely, glutamate released by the ASER neuron activates AIBs via an AMPA-type ionotropic receptor and a G-protein-coupled metabotropic glutamate receptor. Interestingly, these excitatory receptors are mainly distributed at the proximal regions of the neurite. Our results suggest that these convergent synaptic patterns can tune and regulate the proper behavioral response to environmental changes in NaCl."
7428862,31488706,A lineage-resolved molecular atlas of C. elegans embryogenesis at single cell resolution,2019,"Science (New York, N.Y.)",10.1126/science.aax1971,"['Packer, Jonathan S.', 'Zhu, Qin', 'Huynh, Chau', 'Sivaramakrishnan, Priya', 'Preston, Elicia', 'Dueck, Hannah', 'Stefanik, Derek', 'Tan, Kai', 'Trapnell, Cole', 'Kim, Junhyong', 'Waterston, Robert H.', 'Murray, John I.']",[],274,"{'lsy-6': 0, 'che-1': 0}",0.0,"{'lsy-6': 0.0, 'che-1': 0.0}",0,"C. elegans is an animal with few cells, but a striking diversity of cell types. Here, we characterize the molecular basis for their specification by profiling the transcriptomes of 86,024 single embryonic cells. We identify 502 terminal and pre-terminal cell types, mapping most single cell transcriptomes to their exact position in C. elegans’ invariant lineage. Using these annotations, we find that: 1) the correlation between a cell’s lineage and its transcriptome increases from mid to late gastrulation, then falls dramatically as cells in the nervous system and pharynx adopt their terminal fates; 2) multilineage priming contributes to the differentiation of sister cells at dozens of lineage branches; and 3) most distinct lineages that produce the same anatomical cell type converge to a homogenous transcriptomic state."
1461427,16547101,Searching for Neuronal Left/Right Asymmetry: Genomewide Analysis of Nematode Receptor-Type Guanylyl Cyclases,2006,Genetics,10.1534/genetics.106.055749,"['Ortiz, Christopher O.', 'Etchberger, John F.', 'Posy, Shoshana L.', 'Frøkjær-Jensen, Christian', 'Lockery, Shawn', 'Honig, Barry', 'Hobert, Oliver']",[],87,"{'lsy-6': 0, 'che-1': 0}",0.0,"{'lsy-6': 0.0, 'che-1': 0.0}",0,"Functional left/right asymmetry (“laterality”) is a fundamental feature of many nervous systems, but only very few molecular correlates to functional laterality are known. At least two classes of chemosensory neurons in the nematode Caenorhabditis elegans are functionally lateralized. The gustatory neurons ASE left (ASEL) and ASE right (ASER) are two bilaterally symmetric neurons that sense distinct chemosensory cues and express a distinct set of four known chemoreceptors of the guanylyl cyclase (gcy) gene family. To examine the extent of lateralization of gcy gene expression patterns in the ASE neurons, we have undertaken a genomewide analysis of all gcy genes. We report the existence of a total of 27 gcy genes encoding receptor-type guanylyl cyclases and of 7 gcy genes encoding soluble guanylyl cyclases in the complete genome sequence of C. elegans. We describe the expression pattern of all previously uncharacterized receptor-type guanylyl cyclases and find them to be highly biased but not exclusively restricted to the nervous system. We find that >41% (11/27) of all receptor-type guanylyl cyclases are expressed in the ASE gustatory neurons and that one-third of all gcy genes (9/27) are expressed in a lateral, left/right asymmetric manner in the ASE neurons. The expression of all laterally expressed gcy genes is under the control of a gene regulatory network composed of several transcription factors and miRNAs. The complement of gcy genes in the related nematode C. briggsae differs from C. elegans as evidenced by differences in chromosomal localization, number of gcy genes, and expression patterns. Differences in gcy expression patterns in the ASE neurons of C. briggsae arise from a difference in cis-regulatory elements and trans-acting factors that control ASE laterality. In sum, our results indicate the existence of a surprising multitude of putative chemoreceptors in the gustatory ASE neurons and suggest the existence of a substantial degree of laterality in gustatory signaling mechanisms in nematodes."
4676540,26434723,The Importance of cGMP Signaling in Sensory Cilia for Body Size Regulation in Caenorhabditis elegans,2015,Genetics,10.1534/genetics.115.177543,"['Fujiwara, Manabi', 'Hino, Takahiro', 'Miyamoto, Ryuta', 'Inada, Hitoshi', 'Mori, Ikue', 'Koga, Makoto', 'Miyahara, Koji', 'Ohshima, Yasumi', 'Ishihara, Takeshi']","['body size', 'caenorhabditis elegans', 'guanylyl cyclase', 'cgmp-dependent protein kinase', 'sensory cilia']",17,"{'lsy-6': 0, 'che-1': 0}",0.0,"{'lsy-6': 0.0, 'che-1': 0.0}",0,"The body size of Caenorhabditis elegans is thought to be controlled by sensory inputs because many mutants with sensory cilium structure defects exhibit small body size. The EGL-4 cGMP-dependent protein kinase acts in sensory neurons to reduce body size when animals fail to perceive sensory signals. In addition to body size control, EGL-4 regulates various other behavioral and developmental pathways, including those involved in the regulation of egg laying and chemotaxis behavior. Here we have identified gcy-12, which encodes a receptor-type guanylyl cyclase, as a gene involved in the sensory regulation of body size. Analyses with GFP fusion constructs showed that gcy-12 is expressed in several sensory neurons and localizes to sensory cilia. Genetic analyses indicated that GCY-12 acts upstream of EGL-4 in body size control but does not affect other EGL-4 functions. Our studies indicate that the function of the GCY-12 guanylyl cyclase is to provide cGMP to the EGL-4 cGMP-dependent kinase only for limited tasks including body size regulation. We also found that the PDE-2 cyclic nucleotide phosphodiesterase negatively regulates EGL-4 in controlling body size. Thus, the cGMP level is precisely controlled by GCY-12 and PDE-2 to determine body size through EGL-4, and the defects in the sensory cilium structure may disturb the balanced control of the cGMP level. The large number of guanylyl cyclases encoded in the C. elegans genome suggests that EGL-4 exerts pleiotropic effects by partnering with different guanylyl cyclases for different downstream functions."
5933757,29723289,Monoamines differentially modulate neuropeptide release from distinct sites within a single neuron pair,2018,PLoS ONE,10.1371/journal.pone.0196954,"['Clark, Tobias', 'Hapiak, Vera', 'Oakes, Mitchell', 'Mills, Holly', 'Komuniecki, Richard', 'Wegener, Christian']",[],3,"{'lsy-6': 0, 'che-1': 0}",0.0,"{'lsy-6': 0.0, 'che-1': 0.0}",6421,"Monoamines and neuropeptides often modulate the same behavior, but monoaminergic-peptidergic crosstalk remains poorly understood. In Caenorhabditis elegans, the adrenergic-like ligands, tyramine (TA) and octopamine (OA) require distinct subsets of neuropeptides in the two ASI sensory neurons to inhibit nociception. TA selectively increases the release of ASI neuropeptides encoded by nlp-14 or nlp-18 from either synaptic/perisynaptic regions of ASI axons or the ASI soma, respectively, and OA selectively increases the release of ASI neuropeptides encoded by nlp-9 asymmetrically, from only the synaptic/perisynaptic region of the right ASI axon. The predicted amino acid preprosequences of genes encoding either TA- or OA-dependent neuropeptides differed markedly. However, these distinct preprosequences were not sufficient to confer monoamine-specificity and additional N-terminal peptide-encoding sequence was required. Collectively, our results demonstrate that TA and OA specifically and differentially modulate the release of distinct subsets of neuropeptides from different subcellular sites within the ASIs, highlighting the complexity of monoaminergic/peptidergic modulation, even in animals with a relatively simple nervous system."
10159626,37140557,Principles for coding associative memories in a compact neural network,2023,eLife,10.7554/eLife.74434.sa2,"['Pritz, Christian', 'Itskovits, Eyal', 'Bokman, Eduard', 'Ruach, Rotem', 'Gritsenko, Vladimir', 'Nelken, Tal', 'Menasherof, Mai', 'Azulay, Aharon', 'Zaslaver, Alon', 'Iino, Yuichi', 'Behrens, Timothy E', 'Iino, Yuichi', 'Iino, Yuichi']","['memory coding', 'neural netwrok', 'calcium imaging', 'c. elegans']",12,"{'lsy-6': 0, 'che-1': 0}",0.0,"{'lsy-6': 0.0, 'che-1': 0.0}",20159,"A major goal in neuroscience is to elucidate the principles by which memories are stored in a neural network. Here, we have systematically studied how four types of associative memories (short- and long-term memories, each as positive and negative associations) are encoded within the compact neural network of Caenorhabditis elegans worms. Interestingly, sensory neurons were primarily involved in coding short-term, but not long-term, memories, and individual sensory neurons could be assigned to coding either the conditioned stimulus or the experience valence (or both). Moreover, when considering the collective activity of the sensory neurons, the specific training experiences could be decoded. Interneurons integrated the modulated sensory inputs and a simple linear combination model identified the experience-specific modulated communication routes. The widely distributed memory suggests that integrated network plasticity, rather than changes to individual neurons, underlies the fine behavioral plasticity. This comprehensive study reveals basic memory-coding principles and highlights the central roles of sensory neurons in memory formation."
196454,12952888,"A transcriptional regulatory cascade that controls left/right asymmetry'], b' in': [b'emosensory neurons of C. elegans",2003,Genes & Development,10.1101/gad.1117903,"['Chang, Sarah', 'Johnston, Robert J.', 'Hobert, Oliver']","['c. elegans', 'left/right asymmetry', 'transcription factor', 'homeobox']",91,"{'lsy-6': 0, 'che-1': 1}",0.0,"{'lsy-6': 0.0, 'che-1': 0.0}",0,"The molecular mechanisms of differential pattern formation along the'], b' lef': [b'right (L/R) axis in the nervous system are poorly understood. The nervous'], b' sys': [b'm of the nematode Caenorhabditis elegans displays several'], b' exa': [b'les of L/R asymmetry, including the directional asymmetry displayed by'], b' the': [b'wo ASE taste receptor neurons, ASE left (ASEL) and ASE right (ASER).', b' two neurons display distinct chemosensory capacities that correlate with', b'/R asymmetric expression of three putative sensory receptor genes,', b'inely balanced activity of antagonizing positive and negative regulatory'], b' Alt': [b'ugh bilaterally symmetric in regard to all known morphological criteria,'], b' gcy-5, expressed only in ASER, and gcy-6 and gcy-7,', b'ic>cog-1, ceh-36, and lim-6; and the transcriptional'], b' exp': [b'ssed only in ASEL. In order to understand the genetic basis of L/R', b'ssion to either the left or right ASE cell. These factors include the'], b' asy': [b'etry establishment, we screened for mutants in which patterns of', b'etric gcy gene expression are disrupted, and we identified a'], b' cas': [b'de of several symmetrically and asymmetrically expressed transcription'], b' fac': [b'rs that are sequentially required to restrict gcy gene', b'rs. A key trigger for asymmetry is the L/R differential expression of the'], b' zin': [b'finger transcription factor che-1; the homeobox genes'], b' cof': [b'tors unc-37/Groucho and lin-49. Specific features of'], b' thi': [b'regulatory hierarchy are sequentially acting repressive interactions and'], b' Nkx': [b'type COG-1 homeodomain protein. Our studies have thus identified'], b' tra': [b'criptional mediators of a putative L/R-asymmetric signaling event and'], b' sug': [b'st that vertebrate homologs of these proteins may have similar functions'], b' htt': [b'//www.genesdev.org/cgi/doi/10.1101/gad.1117903."
3088618,21502506,Roles for class IIA phosphatidylinositol transfer protein in neurotransmission and behavioral plasticity at the sensory neuron synapses of Caenorhabditis elegans,2011,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.1016232108,"['Iwata, Ryo', 'Oda, Shigekazu', 'Kunitomo, Hirofumi', 'Iino, Yuichi']","['lipid transport', 'rdgb', 'pitpnm', 'pi3k pathway']",9,"{'lsy-6': 0, 'che-1': 0}",0.0,"{'lsy-6': 0.0, 'che-1': 0.0}",0,"Growing evidence suggests that sensory neuron synapses not merely pass, but actively encode sensory information and convey it to the central nervous system. The chemosensory preferences of Caenorhabditis elegans, as manifested in the direction of chemotaxis, are reversibly regulated by prior experience at the level of sensory neurons; the attractive drive is promoted by diacylglycerol (DAG) signaling, whereas the counteracting repulsive drive requires PtdIns(3,4,5)P3 signaling. Here we report that the two opposing drives require a class IIA phosphatidylinositol transfer protein (PITP), PITP-1, which localizes to the sensory neuron synapses. In pitp-1 mutants, attraction behavior to salt is reduced, whereas conditioned repulsion from salt is eliminated: the mutants inflexibly show weak attraction behavior to salt, irrespective of prior experience. To generate flexible behavioral outputs, attraction and repulsion, PITP-1 acts in the gustatory neuron ASER and likely regulates neurotransmission from ASER, as pitp-1 mutations do not affect the ASER Ca2+ response to sensory stimulus. Furthermore, full attraction to salt is restored in pitp-1 mutants by expression of the phosphatidylinositol transfer domain alone, and also by mutations of a DGK gene that cause accumulation of DAG, suggesting that PITP-1 serves for DAG production via phosphatidylinositol transport and, hence, regulates synaptic transmission. In addition to gustatory behavior, olfactory behaviors and osmotic avoidance are also regulated by PITP-1 in the sensory neurons that detect each sensory stimulus. Thus, PITP-1–dependent phosphatidylinositol transport is essential for sensory neuron synapses to couple sensory inputs to effective behavioral responses."
2887956,20176573,The microRNA miR-124 controls gene expression in the sensory nervous system of Caenorhabditis elegans,2010,Nucleic Acids Research,10.1093/nar/gkq083,"['Clark, Alejandra M.', 'Goldstein, Leonard D.', 'Tevlin, Maya', 'Tavaré, Simon', 'Shaham, Shai', 'Miska, Eric A.']",[],54,"{'lsy-6': 0, 'che-1': 0}",0.0,"{'lsy-6': 0.0, 'che-1': 0.0}",5933,"miR-124 is a highly conserved microRNA (miRNA) whose in vivo function is poorly understood. Here, we identify miR-124 targets based on the analysis of the first mir-124 mutant in any organism. We find that miR-124 is expressed in many sensory neurons in Caenorhabditis elegans and onset of expression coincides with neuronal morphogenesis. We analyzed the transcriptome of miR-124 expressing and nonexpressing cells from wild-type and mir-124 mutants. We observe that many targets are co-expressed with and actively repressed by miR-124. These targets are expressed at reduced relative levels in sensory neurons compared to the rest of the animal. Our data from mir-124 mutant animals show that this effect is due to a large extent to the activity of miR-124. Genes with nonconserved target sites show reduced absolute expression levels in sensory neurons. In contrast, absolute expression levels of genes with conserved sites are comparable to control genes, suggesting a tuning function for many of these targets. We conclude that miR-124 contributes to defining cell-type-specific gene activity by repressing a diverse set of co-expressed genes."
11288434,39024405,Behavioral adjustment of C. elegans to mechanosensory loss requires intact mechanosensory neurons,2024,PLOS Biology,10.1371/journal.pbio.3002729.r008,"['Staum, Michal', 'Abraham, Ayelet-Chen', 'Arbid, Reema', 'Birari, Varun Sanjay', 'Dominitz, Matanel', 'Rabinowitch, Ithai', 'Sengupta, Piali', 'Schnell, PhD, Christian', 'Schnell, PhD, Christian', 'Schnell, PhD, Christian', 'Schnell, PhD, Christian']",[],2,"{'lsy-6': 0, 'che-1': 0}",0.0,"{'lsy-6': 0.0, 'che-1': 0.0}",6128,"Sensory neurons specialize in detecting and signaling the presence of diverse environmental stimuli. Neuronal injury or disease may undermine such signaling, diminishing the availability of crucial information. Can animals distinguish between a stimulus not being present and the inability to sense that stimulus in the first place? To address this question, we studied Caenorhabditis elegans nematode worms that lack gentle body touch sensation due to genetic mechanoreceptor dysfunction. We previously showed that worms can compensate for the loss of touch by enhancing their sense of smell, via an FLP-20 neuropeptide pathway. Here, we find that touch-deficient worms exhibit, in addition to sensory compensation, also cautious-like behavior, as if preemptively avoiding potential undetectable hazards. Intriguingly, these behavioral adjustments are abolished when the touch neurons are removed, suggesting that touch neurons are required for signaling the unavailability of touch information, in addition to their conventional role of signaling touch stimulation. Furthermore, we found that the ASE taste neurons, which similarly to the touch neurons, express the FLP-20 neuropeptide, exhibit altered FLP-20 expression levels in a touch-dependent manner, thus cooperating with the touch circuit. These results imply a novel form of neuronal signaling that enables C. elegans to distinguish between lack of touch stimulation and loss of touch sensation, producing adaptive behavioral adjustments that could overcome the inability to detect potential threats."
4241504,25412913,VAV-1 acts in a single interneuron to inhibit motor circuit activity in Caenorhabditis elegans,2014,Nature Communications,10.1038/ncomms6579,"['Fry, Amanda L.', 'Laboy, Jocelyn T.', 'Norman, Kenneth R.']",[],21,"{'lsy-6': 0, 'che-1': 0}",0.0,"{'lsy-6': 0.0, 'che-1': 0.0}",0,"The complex molecular and cellular mechanisms underlying neuronal control of animal movement are not well understood. Locomotion of Caenorhabditis elegans is mediated by a neuronal circuit that produces coordinated sinusoidal movement. Here we utilize this simple, yet elegant, behaviour to show that VAV-1, a conserved guanine nucleotide exchange factor for Rho-family GTPases, negatively regulates motor circuit activity and the rate of locomotion. While vav-1 is expressed in a small subset of neurons, we find that VAV-1 function is required in a single interneuron, ALA, to regulate motor neuron circuit activity. Furthermore, we show by genetic and optogenetic manipulation of ALA that VAV-1 is required for the excitation and activation of this neuron. We find that ALA signalling inhibits command interneuron activity by abrogating excitatory signalling in the command interneurons, which is responsible for promoting motor neuron circuit activity. Together, our data describe a novel neuromodulatory role for VAV-1-dependent signalling in the regulation of motor circuit activity and locomotion."
5066611,27688400,Neuron type-specific miRNA represses two broadly expressed genes to modulate an avoidance behavior in C. elegans,2016,Genes & Development,10.1101/gad.287904.116,"['Drexel, Tanja', 'Mahofsky, Katharina', 'Latham, Richard', 'Zimmer, Manuel', 'Cochella, Luisa']","['mirnas', 'cell identity', 'c. elegans', 'carbon dioxide']",23,"{'lsy-6': 0, 'che-1': 0}",0.0,"{'lsy-6': 0.0, 'che-1': 0.0}",0,"In this study, Drexel et al. research miRNA-mediated repression of broadly transcribed genes as a strategy for cellular specialization. They show that mir-791, expressed exclusively in the CO2-sensing neurons in C. elegans, represses two otherwise broadly expressed genes, which are needed for normal neuronal function and behavior of the animals toward CO2."
2648548,19204119,Transcriptional regulation and stabilization of left–right neuronal identity in C. elegans,2009,Genes & Development,10.1101/gad.1763509,"['Lesch, Bluma J.', 'Gehrke, Andrew R.', 'Bulyk, Martha L.', 'Bargmann, Cornelia I.']","['homeodomain', 'olfactory development', 'transcriptional maintenance', 'transcriptional repression', 'activity-dependent gene expression', 'cgmp-dependent protein kinase']",39,"{'lsy-6': 0, 'che-1': 0}",0.0,"{'lsy-6': 0.0, 'che-1': 0.0}",0,"At discrete points in development, transient signals are transformed into long-lasting cell fates. For example, the asymmetric identities of two Caenorhabditis elegans olfactory neurons called AWCON and AWCOFF are specified by an embryonic signaling pathway, but maintained throughout the life of an animal. Here we show that the DNA-binding protein NSY-7 acts to convert a transient, partially differentiated state into a stable AWCON identity. Expression of an AWCON marker is initiated in nsy-7 loss-of-function mutants, but subsequently lost, so that most adult animals have two AWCOFF neurons and no AWCON neurons. nsy-7 encodes a protein with distant similarity to a homeodomain. It is expressed in AWCON, and is an early transcriptional target of the embryonic signaling pathway that specifies AWCON and AWCOFF; its expression anticipates future AWC asymmetry. The NSY-7 protein binds a specific optimal DNA sequence that was identified through a complete biochemical survey of 8-mer DNA sequences. This sequence is present in the promoter of an AWCOFF marker and essential for its asymmetric expression. An 11-base-pair (bp) sequence required for AWCOFF expression has two activities: One region activates expression in both AWCs, and the overlapping NSY-7-binding site inhibits expression in AWCON. Our results suggest that NSY-7 responds to transient embryonic signaling by repressing AWCOFF genes in AWCON, thus acting as a transcriptional selector for a randomly specified neuronal identity."
