PMCID,PMID,Title,Year,Associated Keywords,Citations,Keywords Count,Score,Journal,DOI,Authors,Abstract
6136771,30212556,Study on healing technique for weak interlayer and related mechanical properties based on microbially-induced calcium carbonate precipitation,2018,[],0,"{'concrete': 1, 'calcite': 3, 'precipitation': 9}",2.2129937233341983,PLoS ONE,10.1371/journal.pone.0203834,"['Jin, Changyu', 'Liu, Dong', 'Shao, Anlin', 'Zhao, Xin', 'Yang, Lei', 'Fan, Fuquan', 'Yu, Kunpeng', 'Lin, Rongbing', 'Huang, Jingzhu', 'Ding, Chenggong', 'Achal, Varenyam']","The weak interlayer refers to the filling material in shear belts or large-scale structural planes, which is usually composed of soil, fine sand and gravels. It is prone to argillization when encountering water and its mechanical strength and stiffness are generally low, which has adverse effects on the stability of underground structures. In recent years, research on reinforcement techniques for weak interlayers has been a hot topic in geotechnical field. As a new reinforcement method for structural planes, the microbial healing technique has attracted a lot of attention. In this paper, a study on the healing technique for weak interlayer based on microbially induced calcium carbonate precipitation (MICP) and related mechanical properties was conducted for the interlayer shear belt at Baihetan Hydropower Station in China. First, Sporosarcina pasteurii was activated in laboratory. Reinforcement of the weak interlayer was realized by utilizing calcium carbonate precipitation on the weak interlayer. Continuous monitoring of the precipitates on the weak interlayer by XRD and SEM indicated that the precipitates on the weak layer were microbially induced calcium carbonate. Its crystals were irregular fish scale-shaped cubes with size in the range of 5~20μm. With favorable crystal growth, the crystals and the particles of the weak interlayer were cemented together. Finally, the mechanical properties of the healed weak interlayer were tested and the variations of uniaxial compressive strength, shear strength and triaxial compressive strength with bacteria concentration were discussed. The test results indicated that the maximum uniaxial compressive strength, peak shear strength and triaxial compressive strength can be increased by 149%, 162% and 119%, respectively, which subsequently improve the overall strength of the shear zone or structural plane. This can provide a new idea for soft ground reinforcement in underground projects."
6375922,30765831,Screening of Fungi for Potential Application of Self-Healing Concrete,2019,[],0,"{'concrete': 57, 'calcite': 8, 'precipitation': 13}",9.780084040443851,Scientific Reports,10.1038/s41598-019-39156-8,"['Menon, Rakenth R.', 'Luo, Jing', 'Chen, Xiaobo', 'Zhou, Hui', 'Liu, Zhiyong', 'Zhou, Guangwen', 'Zhang, Ning', 'Jin, Congrui']","Concrete is susceptible to cracking owing to drying shrinkage, freeze-thaw cycles, delayed ettringite formation, reinforcement corrosion, creep and fatigue, etc. Continuous inspection and maintenance of concrete infrastructure require onerous labor and high costs. If the damaging cracks can heal by themselves without any human interference or intervention, that could be of great attraction. In this study, a novel self-healing approach is investigated, in which fungi are applied to heal cracks in concrete by promoting calcium carbonate precipitation. The goal of this investigation is to discover the most appropriate species of fungi for the application of biogenic crack repair. Our results showed that, despite the significant pH increase owing to the leaching of calcium hydroxide from concrete, Aspergillus nidulans (MAD1445), a pH regulatory mutant, could grow on concrete plates and promote calcium carbonate precipitation."
10326029,37414789,Containment of sulfate in leachate as gypsum (CaSO4·2H2O) mineral formation in bio-cemented sand via enzyme-induced carbonate precipitation,2023,"['biomineralization', 'sustainability', 'environmental sciences']",0,"{'concrete': 1, 'calcite': 4, 'precipitation': 20}",4.375254006351542,Scientific Reports,10.1038/s41598-023-37772-z,"['Kim, Junghoon', 'Kim, Daehyun', 'Yun, Tae Sup']","Enzymatically induced carbonate precipitation (EICP) using urea hydrolysis is a well-known bio-cementation process that not only promotes the precipitation of calcium carbonate (CaCO3) but can provide excess calcium cations for further reaction depending on the substrate constituents and reaction stage. This study presents the EICP recipe to contain sulfate ions in landfill leachate sufficiently using remaining calcium cations and a series of tests were conducted to validate its ability to retain sulfates. The reaction rate for 1 M CaCl2 and 1.5 M urea was identified by controlling the purified urease content and the curing time of the EICP process. The results showed that 0.3 g/L of purified urease produced 46% CaCO3 and reduced sulfate ions by 77% after 3 days of curing. The shear stiffness in EICP-treated sand was enhanced 13 times by CaCO3 precipitation followed by 1.12 times increment due to subsequent precipitation of gypsum (CaSO4·2H2O) crystals implying sulfate containment. A cost-efficient EICP treatment using soybean crude urease instead of lab-grade purified urease exhibited lower sulfate removal efficiency (i.e., 18%) with only nominal formation of gypsum in the EICP-treated sand. The addition of gypsum powder was effective in increasing sulfate removal by 40% when soybean crude urease was used for EICP."
9009621,35421143,Microbial induced calcite precipitation can consolidate martian and lunar regolith simulants,2022,[],0,"{'concrete': 0, 'calcite': 0, 'precipitation': 0}",0.0,PLoS ONE,10.1371/journal.pone.0266415.r004,"['Dikshit, Rashmi', 'Gupta, Nitin', 'Dey, Arjun', 'Viswanathan, Koushik', 'Kumar, Aloke', 'Kim, Il Won', 'Kim, Il Won', 'Kim, Il Won', 'Kim, Il Won']","We demonstrate that Microbial Induced Calcite Precipitation (MICP) can be utilized for creation of consolidates of Martian Simulant Soil (MSS) and Lunar Simulant Soil (LSS) in the form of a ‘brick’. A urease producer bacterium, Sporosarcina pasteurii, was used to induce the MICP process for the both simulant soils. An admixture of guar gum as an organic polymer and NiCl2, as bio- catalyst to enhance urease activity, was introduced to increase the compressive strength of the biologically grown bricks. A casting method was utilized for a slurry consisting of the appropriate simulant soil and microbe; the slurry over a few days consolidated in the form of a ‘brick’ of the desired shape. In case of MSS, maximum strength of 3.3 MPa was obtained with 10mM NiCl2 and 1% guar gum supplementation whereas in case of LSS maximum strength of 5.65 Mpa was obtained with 1% guar gum supplementation and 10mM NiCl2. MICP mediated consolidation of the simulant soil was confirmed with field emission scanning electron microscopy (FESEM), X-ray diffraction (XRD) and thermogravimetry (TG). Our work demonstrates a biological approach with an explicit casting method towards manufacturing of consolidated structures using extra-terrestrial regolith simulant; this is a promising route for in situ development of structural elements on the extra-terrestrial habitats."
9458366,36093479,Performance Evaluation of Bio Concrete by Cluster and Regression Analysis for Environment Protection,2022,[],0,"{'concrete': 0, 'calcite': 0, 'precipitation': 0}",0.0,Computational Intelligence and Neuroscience,10.1155/2022/4411876,"['Shukla, Ashish', 'Gupta, Nakul', 'Singh, Kunwar Raghvendra', 'Kumar Verma, Pawan', 'Bajaj, Mohit', 'Khan, Arfat Ahmad', 'Ayalew, Frie']","The focus of this research is to isolating and identifying bacteria that produce calcite precipitate, as well as determining whether or not these bacteria are suitable for incorporation into concrete in order to enhance the material\'s strength and make the environment protection better. In order to survive the high “potential of hydrogen” of concrete, microbes that are going to be added to concrete need to be able to withstand alkali, and they also need to be able to develop endospores so that they can survive the mechanical forces that are going to be put on the concrete while it is being mixed. In order to precipitate CaCO3 in the form of calcite, they need to have a strong urease activity. Both Bacillus sphaericus and the Streptococcus aureus bacterial strains were evaluated for their ability to precipitate calcium carbonate (CaCO3). These strains were obtained from the Department of Biotechnology at GLA University in Mathura. This research aims to solve the issue of augmenting the tension and compression strengths of concrete by investigating possible solutions for environmentally friendly concrete. The sterile cultures of the microorganisms were mixed with water, which was one of the components of the concrete mixture, along with the nutrients in the appropriate proportions. After that, the blocks were molded, and then pond-cured for 7, 28, 56, 90, 120, 180, 270, and 365 days, respectively, before being evaluated for compressibility and tensile strength. An investigation into the effect that bacteria have on compression strength was carried out, and the outcomes of the tests showed that bacterial concrete specimens exhibited an increase in mechanical strength. When compared to regular concrete, the results showed a maximum increase of 16 percent in compressive strength and a maximum increase of 12 percent in split tensile strength. This study also found that both bacterial concrete containing 106, 107, and 108 cfu/ml concentrations made from Bacillus sphaericus and Streptococcus aureus bacteria gave better results than normal concrete. Both cluster analysis (CA) and regression analysis (RA) were utilized in this research project in order to measure and analyze mechanical strength."
11772823,39870653,"'], b''], b'",2025,"['biomineralization', 'ureolysis', 'biopolymer materials', 'biopolymer-mineral composites', 'organic-mineral', 'natural adhesives', 'water-based adhesives', 'environmental biotechnology', 'bioinspired materials', 'biomineralization']",0,"{'concrete': 1, 'calcite': 0, 'precipitation': 13}",0.0,Scientific Reports,10.1038/s41598-024-84087-8,"['Anjum, Sobia', 'Parks, Kendall', 'Clark, Kaylin', 'Parker, Albert', 'Heveran, Chelsea M.', 'Gerlach, Robin']","Common adhesives for nonstructural applications are manufactured using petrochemicals and synthetic solvents. These adhesives are associated with environmental and health concerns because of their release of volatile organic compounds (VOCs). Biopolymer adhesives are an attractive alternative because of lower VOC emissions, but their strength is often insufficient. Existing mineral fillers can improve the strength of biopolymer adhesives but require the use of crosslinkers that lower process sustainability. This work introduces a novel approach to strengthen biopolymer adhesives through calcium carbonate biomineralization, which avoids the need for crosslinkers. Biomineral fillers produced by either microbially or enzymatically induced calcium carbonate precipitation (MICP and EICP, respectively) were precipitated within guar gum and soy protein biopolymers. Both, MICP and EICP, increased the strength of the biopolymer adhesives. The strength was further improved by optimizing the concentrations of bacteria, urease enzyme, and calcium. The highest strengths achieved were on par with current commercially available nonstructural adhesives. This study demonstrates the feasibility of using calcium carbonate biomineralization to improve the properties of biopolymer adhesives, which increases their potential viability as more sustainable adhesives."
8822478,34740156,Investigating the potential for microbially induced carbonate precipitation to treat mine waste,2022,"['waste rock', 'bacterial ureolysis', 'calcium carbonate', 'leaching tests']",0,"{'concrete': 0, 'calcite': 0, 'precipitation': 0}",0.0,Journal of hazardous materials,10.1016/j.jhazmat.2021.127490,"['Proudfoot, Dylan', 'Brooks, Loran', 'Gammons, Christopher H.', 'Barth, Edwin', 'Bless, Diana', 'Nagisetty, Raja M.', 'Lauchnor, Ellen G.']","In this study, the feasibility of promoting microbially induced carbonate precipitation (MICP) in mine waste piles by using an environmental bacterial enrichment is explored, with goals to reduce metals and acid leaching. MICP has been explored for remediation applications and stabilization of mine waste. Here, we utilize a native bacterial enrichment to promote MICP on seven mine waste samples with variability in acid production and extent of toxic metal leaching. During fifteen applications of MICP solutions and bacteria on waste rock in bench-scale columns, calcium carbonate formed on grain surfaces within all waste samples, though microscopy revealed uneven distribution of CaCO3 coating. The effluent from acid-producing wastes increased in pH during MICP treatment. MICP performance was evaluated with humidity cell and synthetic precipitation leaching procedure (SPLP) tests. Leaching tests revealed reductions in Cd, Pb and Zn concentrations in leachate of all but one sample, mixed results for Cu, and As increasing in all but one leachate sample after treatment. MICP technology has potential for coating mine waste and reducing release of acid and some metals. This study provides a laboratory assessment of MICP feasibility for stabilizing mine waste in situ and mitigating release of toxic metals into the environment."
6687734,31395919,Biogeochemical Changes During Bio-cementation Mediated by Stimulated and Augmented Ureolytic Microorganisms,2019,"['biogeochemistry', 'applied microbiology', 'civil engineering']",0,"{'concrete': 1, 'calcite': 71, 'precipitation': 43}",8.824310563359543,Scientific Reports,10.1038/s41598-019-47973-0,"['Gomez, Michael G.', 'Graddy, Charles M. R.', 'DeJong, Jason T.', 'Nelson, Douglas C.']","Microbially Induced Calcite Precipitation (MICP) is a bio-mediated cementation process that can improve the engineering properties of granular soils through the precipitation of calcite. The process is made possible by soil microorganisms containing urease enzymes, which hydrolyze urea and enable carbonate ions to become available for precipitation. While most researchers have injected non-native ureolytic bacteria to complete bio-cementation, enrichment of native ureolytic microorganisms may enable reductions in process treatment costs and environmental impacts. In this study, a large-scale bio-cementation experiment involving two 1.7-meter diameter tanks and a complementary soil column experiment were performed to investigate biogeochemical differences between bio-cementation mediated by either native or augmented (Sporosarcina pasteurii) ureolytic microorganisms. Although post-treatment distributions of calcite and engineering properties were similar between approaches, the results of this study suggest that significant differences in ureolysis rates and related precipitation rates between native and augmented microbial communities may influence the temporal progression and spatial distribution of bio-cementation, solution biogeochemical changes, and precipitate microstructure. The role of urea hydrolysis in enabling calcite precipitation through sustained super-saturation following treatment injections is explored."
12056202,40328859,Finite element simulation of bacterial self-healing in concrete using microstructural transport and precipitation modeling,2025,"['self-healing concrete', 'bacterial healing', 'finite element modelling', 'diffusion-reaction', 'micro-ct imaging', 'mineral precipitation', 'crack closure efficiency', 'fenics', 'healing kinetics', 'transport properties', 'engineering', 'civil engineering']",0,"{'concrete': 43, 'calcite': 2, 'precipitation': 57}",10.826989772903168,Scientific Reports,10.1038/s41598-025-99844-6,"['Vedrtnam, Ajitanshu', 'Kalauni, Kishor', 'Palou, M. T.']","Bacteria-based self-healing concrete has emerged as a promising solution for enhancing structural durability by autonomously repairing cracks. However, the underlying transport mechanisms of healing agents and the efficiency of mineral precipitation remain inadequately modelled. This study presents a finite element modelling (FEM) approach to simulate the diffusion and reaction kinetics of self-healing bacterial agents in concrete microstructures. X-ray micro-computed tomography (Micro-CT) finite element meshes were utilized to accurately represent crack and pore geometries, while the diffusion-reaction equation governing calcium carbonate (CaCO3) precipitation was numerically solved using FEniCS. Key input parameters, including diffusion coefficients, precipitation rates, and healing efficiencies, were extracted from literature to ensure model validation. Simulations reveal that healing agent concentration follows a nonlinear diffusion pattern, with efficiency influenced by crack geometry and bacterial metabolic activity. Heatmaps and contour plots highlight healing agent dispersion, while time-dependent analysis indicates a 65.5% crack closure efficiency under optimal bacterial conditions. The proposed model effectively replicates experimental trends, demonstrating its applicability for predicting healing performance in realistic structural conditions. This study provides a computational framework that can be extended to optimize bacteria encapsulation strategies, healing kinetics, and long-term durability assessments in self-healing concrete."
9832136,36627411,Impact of the immobilized Bacillus cereus MG708176 on the characteristics of the bio-based self-healing concrete,2023,"['microbiology', 'engineering']",0,"{'concrete': 51, 'calcite': 10, 'precipitation': 4}",8.979292863483307,Scientific Reports,10.1038/s41598-023-27640-1,"['Reyad, Amany M.', 'Mokhtar, Gehad']","Novel carrier units were evaluated for their bio-healing benefits in our study to increase the efficacy of concrete healing. Bacillus cereus MG708176, an alkali-tolerant, calcite precipitating, endospore-forming strain was added as a bio-healing agent after its immobilization on wood ash units. A spore concentration of [1.3 × 107 spore/cm3] combined with 2.5% w/w urea was added to cement. Beams of 40 × 40 × 160 mm were used and tested for completely damaged mortar specimens after 7, 14, and 28 days of water treatment. Using wood ash bacterial mortars, totally destructed specimens were fully healed in all time intervals. Positive changes in concrete mechanical properties in bacterial wood ash treatment that were 24.7, 18.9, and 28.6% force for compressive, flexural, and tensile strengths more than control. The micro-images of the Scanning Electron Microscope (SEM) showed the dense concrete structure via calcite, Bacillafilla, and ettringite formation. Our results have shown improvements in the concrete healing efficiency and the mechanical concrete properties by filling the concrete cracks using a calcite-producing bacterium that is immobilized on wood ash units."
12081670,40374753,Evaluation and optimal width ratio selection of microbial mineralization technique in the repair of lining cracks in Xinjiang desert open channel,2025,"['xinjiang desert open channel', 'micp', 'concrete lining crack repair', 'crack width optimization', 'macro–micro characterization', 'biochemistry', 'biological techniques', 'environmental sciences', 'engineering', 'materials science']",0,"{'concrete': 65, 'calcite': 6, 'precipitation': 20}",11.496798309384387,Scientific Reports,10.1038/s41598-025-01582-2,"['Wang, Jianxin', 'Zhu, Jianing', 'Li, Yusheng', 'Zhang, Shihao', 'Feng, Chengming']","The bank slope structure of the open channel in the Xinjiang desert is affected by seasonal climate changes and water erosion, leading to lining cracking. This study identified the optimal culture conditions and mineralization factors for Sporosarcina pasteurii through strain cultivation and precipitation assays. Subsequently, 0.1~5.0 mm wide penetrating concrete cracks were prefabricated, and microbially induced calcium carbonate precipitation (MICP) repair tests were conducted over 16 cycles. These experiments included macroscopic performance evaluations, such as area repair rate, penetration resistance, and capillary water absorption tests, alongside microscopic analyses using X-ray diffraction and scanning electron microscopy. The results indicate that MICP technology effectively repairs narrow cracks, preserving crack surface integrity, significantly reducing permeability and water absorption, and enhancing the durability of the concrete. However, for cracks exceeding 1.0 mm in width, the repair efficiency declines progressively. Based on the experimental data, it is concluded that a crack width of 1.0 mm is the optimal threshold for effective MICP-based repair within 16 cycles, ensuring both structural integrity and optimal waterproofing. These results offer valuable insights into the potential application of MICP technology for the remediation of lining cracks in the bank slopes of water conveyance channels in Xinjiang Desert."
5915551,29691456,Subsurface Endospore-Forming Bacteria Possess Bio-Sealant Properties,2018,[],0,"{'concrete': 63, 'calcite': 3, 'precipitation': 23}",9.19587548287318,Scientific Reports,10.1038/s41598-018-24730-3,"['Basha, Sreenivasulu', 'Lingamgunta, Lakshman Kumar', 'Kannali, Jayakumar', 'Gajula, Swarna Kumari', 'Bandikari, Ramesh', 'Dasari, Sreenivasulu', 'Dalavai, Veena', 'Chinthala, Paramageetham', 'Gundala, Prasada Babu', 'Kutagolla, Peera', 'Balaji, Vinodh Kumar']","Concrete is a strong and fairly inexpensive building substance, but has several disadvantages like cracking that allows corrosion, thus reducing its lifespan. To mitigate these complications, long-lasting microbial self-healing cement is an alternative that is eco-friendly and also actively repairs cracks. The present paper describes the detailed experimental investigation on compressive strength of cement mortars, mixed with six alkaliphilic bacteria, isolated from subsurface mica mines of high alkalinity. The experiments showed that the addition of alkaliphilic isolates at different cell concentrations (104 and 106 cells/ml) enhanced the compressive strength of cement mortar, because the rapid growth of bacteria at high alkalinity precipitates calcite crystals that lead to filling of pores and densifying the concrete mix. Thus, Bacillus subtilis (SVUNM4) showed the highest compressive strength (28.61%) of cement mortar at 104 cells/ml compared to those of other five alkaliphilic isolates (Brevibacillus sp., SVUNM15-22.1%; P. dendritiformis, SVUNM11-19.9%; B. methylotrophicus, SVUNM9-16%; B. licheniformis, SVUNM14-12.7% and S. maltophilia, SVUNM13-9.6%) and controlled cement mortar as well. This method resulted in the filling of cracks in concrete with calcite (CaCO3), which was observed by scanning electron microscopy (SEM). Our results showed that the alkaliphilic bacterial isolates used in the study are effective in self-healing and repair of concrete cracks."
9747956,36513740,The impacts of biomineralization and oil contamination on the compressive strength of waste plastic-filled mortar,2022,"['civil engineering', 'composites', 'biomineralization']",0,"{'concrete': 8, 'calcite': 7, 'precipitation': 4}",5.597155923631965,Scientific Reports,10.1038/s41598-022-25951-3,"['Rux, Kylee', 'Kane, Seth', 'Espinal, Michael', 'Ryan, Cecily', 'Phillips, Adrienne', 'Heveran, Chelsea']","Researchers have made headway against challenges of increasing cement infrastructure and low plastic recycling rates by using waste plastic in cementitious materials. Past studies indicate that microbially induced calcium carbonate precipitation (MICP) to coat plastic in calcium carbonate may improve the strength. The objective of this study was to increase the amount of clean and contaminated waste plastic that can be added to mortar and to assess whether MICP treatment enhances the strength. The performance of plastic-filled mortar was investigated at 5%, 10%, and 20% volume replacement for cement. Untreated, clean plastics at a 20% cement replacement produced compressive strengths acceptable for several applications. However, a coating of MICP on clean waste plastic did not improve the strengths. At 10% replacement, both MICP treatment and washing of contaminated plastics recovered compressive strengths by approximately 28%, relative to mortar containing oil-coated plastics. By incorporating greater volumes of waste plastics into mortar, the sustainability of cementitious composites has the potential of being improved by the dual mechanisms of reduced cement production and repurposing plastic waste."
6713760,31462752,Evaluation of Microencapsulation Techniques for MICP Bacterial Spores Applied in Self-Healing Concrete,2019,"['applied microbiology', 'geochemistry']",0,"{'concrete': 49, 'calcite': 0, 'precipitation': 6}",0.0,Scientific Reports,10.1038/s41598-019-49002-6,"['Pungrasmi, Wiboonluk', 'Intarasoontron, Jirapa', 'Jongvivatsakul, Pitcha', 'Likitlersuang, Suched']","Concrete cracks must be repaired promptly in order to prevent structural damage and to prolong the structural life of the building (or other such construction). Biological self-healing concrete is a recent alternative technology involving the biochemical reaction of microbial induced calcium carbonate precipitation (MICP). This study determined the most appropriate technique to encapsulate spores of Bacillus sphaericus LMG 22257 with sodium alginate so as to protect the bacterial spores during the concrete mixing and hardening period. Three techniques (extrusion, spray drying and freeze drying) to encapsulate the bacterial spores with sodium alginate were evaluated. The freeze-drying process provided the highest bacterial spore survival rate (100%), while the extruded and spray-dried processes had a lower spore survival rate of 93.8% and 79.9%, respectively. To investigate the viability of microencapsulated spores after being mixed with mortar, the decomposed urea analysis was conducted. The results revealed that the freeze-dried spores also showed the highest level of urea decomposition (metabolic activity assay used as a surrogate marker of spore germination and vegetative cell viability). Thus, the self-healing performance of concrete mixed with freeze-dried spores was evaluated. The results showed that the crack healing ratio observed from the mortar specimens with freeze-dried microencapsulated spores were significantly higher than those without bacteria. This study revealed that freeze drying has a high potential as a microencapsulation technique for application to self-healing concrete technology."
10956867,38512878,Identification and extraction of cementation patterns in sand modified by MICP: New insights at the pore scale,2024,[],0,"{'concrete': 0, 'calcite': 0, 'precipitation': 0}",0.0,PLOS ONE,10.1371/journal.pone.0296437,"['Wang, Baoquan', 'Guo, Liang', 'Luo, Xuanli', 'Jiang, Yuhong', 'Li, Quanwei', 'Xie, Jiaheng', 'Ekinci, Abdullah']","Microbially induced calcium carbonate precipitation (MICP) is an environmentally friendly technology that improves soil permeability resistance through biocementation. In this study, 2D microscopic analysis and 3D volume reconstruction were performed on river sand after 24 cycles of bio-treatment based on stacked images and computed tomography (CT) scanning data, respectively, to extract biocementation patterns between particles. Based on the mutual validation findings of the two techniques, three patterns in the biocemented sand were identified as G-C-G, G-C, and G-G. Specifically, 2D microscopic analysis showed that G-C-G featured multi-particle encapsulation and bridging, with a pore filling ratio of 81.2%; G-C was characterized by locally coated particle layers, with a pore filling ratio of 19.7%; and the G-G was marked by sporadic filling of interparticle pores, with a pore filling ratio of 11.7%. G-C-G had the best cementation effect and permeability resistance (effective sealing rate of 68.5%), whereas G-C (effective sealing rate of 2.4%) had a relatively minor contribution to pore-filling and flow sealing. 3D volume reconstruction showed that G-C-G had the highest pore filling rate, followed by G-G and G-C. The average filling ratios of area and volume for G-C-G were 83.979% and 77.257%, respectively; for G-G 20.360% and 23.600%; and for G-C 11.545% and 11.250%. The analysis of the representative element volume (REV) was conducted, and the feasibility and reliability of the micro-scale pattern extraction results were confirmed to guide the analysis of macro-scale characteristics. The exploration of the effectiveness of cementation patterns in fluid sealing provides valuable insights into effective biocementation at the pore scale of porous media, which may inspire future research."
8153981,34056353,"Tuning Polymorphs and Morphology of Microbially Induced'], b'Calc': [b'm Carbonate: Controlling Factors and Underlying Mechanisms",2021,[],0,"{'concrete': 0, 'calcite': 87, 'precipitation': 32}",0.0,ACS Omega,10.1021/acsomega.1c00559,"['Khanjani, Maryam', 'Westenberg, David J.', 'Kumar, Aditya', 'Ma, Hongyan']",
10859896,38205804,"Microbial Biomineralization'], b'of A': [b'aline Earth Metal'], b'Carb': [b'ates on 3D-Printed Surfaces",2024,"['bacteria', 'coatings', 'alkali earth metal', '3d printing', 'biomineralization']",0,"{'concrete': 1, 'calcite': 16, 'precipitation': 17}",6.350366277537415,ACS Applied Materials & Interfaces,10.1021/acsami.3c13665,"['Natalio, Filipe', 'Maria, Raquel']",
7664203,33167607,Insights into the Current Trends in the Utilization of Bacteria for Microbially Induced Calcium Carbonate Precipitation,2020,"['bacteria', 'biocementation', 'construction', 'microbially induced calcium carbonate precipitation']",0,"{'concrete': 0, 'calcite': 0, 'precipitation': 0}",0.0,Materials,10.3390/ma13214993,"['Chuo, Sing Chuong', 'Mohamed, Sarajul Fikri', 'Mohd Setapar, Siti Hamidah', 'Ahmad, Akil', 'Jawaid, Mohammad', 'Wani, Waseem A.', 'Yaqoob, Asim Ali', 'Mohamad Ibrahim, Mohamad Nasir']","Nowadays, microbially induced calcium carbonate precipitation (MICP) has received great attention for its potential in construction and geotechnical applications. This technique has been used in biocementation of sand, consolidation of soil, production of self-healing concrete or mortar, and removal of heavy metal ions from water. The products of MICP often have enhanced strength, durability, and self-healing ability. Utilization of the MICP technique can also increase sustainability, especially in the construction industry where a huge portion of the materials used is not sustainable. The presence of bacteria is essential for MICP to occur. Bacteria promote the conversion of suitable compounds into carbonate ions, change the microenvironment to favor precipitation of calcium carbonate, and act as precipitation sites for calcium carbonate crystals. Many bacteria have been discovered and tested for MICP potential. This paper reviews the bacteria used for MICP in some of the most recent studies. Bacteria that can cause MICP include ureolytic bacteria, non-ureolytic bacteria, cyanobacteria, nitrate reducing bacteria, and sulfate reducing bacteria. The most studied bacterium for MICP over the years is Sporosarcina pasteurii. Other bacteria from Bacillus species are also frequently investigated. Several factors that affect MICP performance are bacterial strain, bacterial concentration, nutrient concentration, calcium source concentration, addition of other substances, and methods to distribute bacteria. Several suggestions for future studies such as CO2 sequestration through MICP, cost reduction by using plant or animal wastes as media, and genetic modification of bacteria to enhance MICP have been put forward."
3187100,21821746,"Influence of Pore Structure on the Effectiveness of a Biogenic Carbonate Surface Treatment for Limestone Conservation'], b'▿'], b'",2011,[],0,"{'concrete': 0, 'calcite': 0, 'precipitation': 0}",0.0,Applied and Environmental Microbiology,10.1128/AEM.00219-11,"['De Muynck, Willem', 'Leuridan, Stijn', 'Van Loo, Denis', 'Verbeken, Kim', 'Cnudde, Veerle', 'De Belie, Nele', 'Verstraete, Willy']","A ureolytic biodeposition treatment was applied to five types of limestone in order to investigate the effect of pore structure on the protective performance of a biogenic carbonate surface treatment. Protective performance was assessed by means of transport and degradation processes, and the penetration depth of the treatment was visualized by microtomography. Pore size governs bacterial adsorption and hence the location and amount of carbonate precipitated. This study indicated that in macroporous stone, biogenic carbonate formation occurred to a larger extent and at greater depths than in microporous stone. As a consequence, the biodeposition treatment exhibited the greatest protective performance on macroporous stone. While precipitation was limited to the outer surface of microporous stone, biogenic carbonate formation occurred at depths of greater than 2 mm for Savonnières and Euville. For Savonnières, the presence of biogenic carbonate resulted in a 20-fold decreased rate of water absorption, which resulted in increased resistance to sodium sulfate attack and to freezing and thawing. While untreated samples were completely degraded after 15 cycles of salt attack, no damage was observed in biodeposition-treated Savonnières. From this study, it is clear that biodeposition is very effective and more feasible for macroporous stones than for microporous stones."
10185526,37188710,Effect of Bacillus subtilis on mechanical and self-healing properties in mortar with different crack widths and curing conditions,2023,"['engineering', 'civil engineering']",0,"{'concrete': 11, 'calcite': 1, 'precipitation': 8}",4.5064239084652815,Scientific Reports,10.1038/s41598-023-34837-x,"['Yamasamit, Nattapong', 'Sangkeaw, Panisa', 'Jitchaijaroen, Wittaya', 'Thongchom, Chanachai', 'Keawsawasvong, Suraparb', 'Kamchoom, Viroon']","This research aimed to investigate the effectiveness of Bacillus subtilis (B. subtilis) in self-healing cracks in concrete and enhancing concrete strength through microbial induced calcium carbonate precipitation (MICP). The study evaluated the ability of the mortar to cover cracks within 28 days, taking into account the width of the crack, and observed the recovery of strength after self-healing. The use of microencapsulated endospores of B. subtilis was also examined for its impact on the strength of concrete. The compressive, splitting tensile, and flexural strengths of normal mortar were compared to those of biological mortar, and it was found that biological mortar had a higher strength capacity. Microstructure analysis using SEM and EDS showed that bacterial growth increased calcium production, contributing to the improved mechanical properties of the bio-mortar."
9342764,35913918,Experimental study on tailings cementation by MICP technique with immersion curing,2022,[],0,"{'concrete': 0, 'calcite': 0, 'precipitation': 0}",0.0,PLoS ONE,10.1371/journal.pone.0272281.r004,"['Jin, Changyu', 'Liu, Huiyang', 'Guo, Mingxiao', 'Wang, Yunfeng', 'Zhu, Jinyao', 'Pimraksa, Kedsarin', 'Pimraksa, Kedsarin', 'Pimraksa, Kedsarin', 'Pimraksa, Kedsarin']","The filling mining method is an effective method for controlling ground stress and preventing surface subsidence in the mining field during exploitation of underground resources. Tailings can be utilized as the filling material, so as to realize the reuse of industrial waste. However, utilization of the traditional Portland cement as the cementing material for tailings leads to groundwater pollution. In addition, production of Portland cement results in consumption of a great amount of ore and air pollution. In this paper, a tailings cementation method by using the microbial induced calcite precipitation (MICP) technique with immersion curing is proposed. Tailings are cemented by the MICP technique with aerobic bacteria (Sporosarcina pasteurii) under a soaked curing environment. The variable control method is applied to investigate the factors influencing the cementation effects by the MICP technique with Sporosarcina pasteurii, including the bacterial solution concentration, the cementing solution concentration, the particle size of tailings, and the curing temperature. The results indicate that: when OD600 of the Sporosarcina pasteurii solution is 1.6, the urea concentration in the cementing solution is 0.75 mol/L, the tailings are raw materials without grinding, and the curing temperature is 30°C, the cementation effect is the best. In view of uneven calcification during MICP with Sporosarcina pasteurii, mixed Sporosarcina pasteurii and Castellaniella denitrificans are used for tailings cementation. Higher strength of cemented tailings is achieved. It is proved that the MICP technique with mixed aerobic bacteria and facultative anaerobes is an effective method for tailings cementation."
